File,Test Month,State,District,District Code,Experience in Plumbing,Pre -Test,Post -Test, Which type of pipe is suitable for both hot and cold water?, How deep is the water seal in the P Trap? ,What is the purpose of a non-return valve (NRV)?,What is the minimum diameter of a soil pipe in a residential building?,A trap prevents foul gases from entering the building.,PEX pipes are commonly used in gas pipelines., The height of air pipe with water tank should be…….,What is the colour of CPVC SDR 11? ,What is the color of UPVC SCH 40 pipe?,Where are PVC connection pipes used?, Which type of pipe is suitable for both hot and cold water?, How deep is the water seal in the P Trap? ,What is the purpose of a non-return valve (NRV)?,What is the minimum diameter of a soil pipe in a residential building?,A trap prevents foul gases from entering the building.,PEX pipes are commonly used in gas pipelines., The height of air pipe with water tank should be…….,What is the colour of CPVC SDR 11? ,What is the color of UPVC SCH 40 pipe?,Where are PVC connection pipes used?,Grand total,Score
OD-AUG5_0099.jpg,August,Odisha,Rayagada,26 ,More than 5 Years,,Post -Test,B,B,,,,,,,,,1,1,,,,,,,,,2,20%
OD-AUG6_0018.jpg,August,Odisha,Rayagada,26 ,3 to 5 Year,,Post -Test,B,,,,,,,,,D,1,,,,,,,,,1,2,20%
OD-AUG6_0019.jpg,August,Odisha,Balasore,3 ,1 to 3 Year,,Post -Test,,,,,,,,,C,D,,,,,,,,,1,1,2,20%
OD-Jul1_0001.jpg,July,Odisha,Balangir,2,,,Post -Test,,,,,,B,B,,,,,,,,,1,1,,,,2,20%
OD-Jul1_0028.jpg,July,Odisha,Balangir,2 ,,,Post -Test,,,C,,,,, A,,,,,1,,,,,1,,,2,20%
OD-Jul1_0036.jpg,July,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,,B,C,,,,,,,,,1,1,,,,,,,,2,20%
OD-Jul2_0027.jpg,July,Odisha,Sambalpur,27,,,Post -Test,B,B,,,,,,,,,1,1,,,,,,,,,2,20%
OD-Jul2_0042.jpg,July,Odisha,Sambalpur,27,,,Post -Test,B,B,,,,,,,,,1,1,,,,,,,,,2,20%
OD-Jul2_0045.jpg,July,Odisha,Sambalpur,27,,,Post -Test,B,B,,,,,,,,,1,1,,,,,,,,,2,20%
OD-Jul2_0047.jpg,July,Odisha,Sambalpur,27,,,Post -Test,,,C,B,,,,,,,,,1,1,,,,,,,2,20%
OD-Jul2_0077.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,,,,,,,, A,C,,,,,,,,,1,1,,2,20%
OD-Jul2_0088.jpg,July,Odisha,Sambalpur,27,1 to 3 Year,,Post -Test,,,,,,,, A,C,,,,,,,,,1,1,,2,20%
OD-Jul2_0097.jpg,July,Odisha,Sambalpur,27,1 to 3 Year,,Post -Test, A,B, A,C, A,,,,,,0,1,0,0,1,,,,,,2,20%
OD-Jul2_0189.jpg,July,Odisha,Balangir,2,1 to 3 Year,,Post -Test,B,,C,,B,,,,,,1,,1,,0,,,,,,2,20%
OD-Jul2_0237.jpg,July,Odisha,Sambalpur,27,1 to 3 Year,,Post -Test,B, A, A,B,B, A,C,B,B, A,1,0,0,1,0,0,0,0,0,0,2,20%
JH-Aug-1_0033.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,,B,,,,,,,C,,,1,,,,,,,1,,2,20%
JH-Aug-1_0049.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,B,B,,A,,,D,C,,1,1,0,,1,,,0,1,,4,40%
JH-Aug-1_0053.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,,,,B,,B,,,,C,,,,1,,1,,,,0,2,20%
JH-Aug-1_0056.jpg,July,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,,,B,,,,,,,1,,,1,,,,,,,2,20%
JH-Aug-1_0074.jpg,July,Jharkhand,Bokaro,31 ,,,Post -Test,B,B,,A,,,,,B,,1,1,,0,,,,,0,,2,20%
JH-Aug-1_0107.jpg,July,Jharkhand,Bokaro,31 ,More than 5 Years,,Post -Test,,,,C,A,B,,,,,,,,0,1,1,,,,,2,20%
JH-Aug-1_0177.jpg,July,Jharkhand,Dhanbad,34 ,3 to 5 Year,,Post -Test,B,D,,C,,,,,C,D,1,0,,0,,,,,1,1,3,30%
JH-Aug-1_0186.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,,C,,,,,,,,1,,1,,,,,,,,2,20%
JH-Aug-1_0189.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,A,C,B,,,,,,,1,0,1,1,,,,,,,3,30%
JH-Aug-1_0209.jpg,July,Jharkhand,Hazaribagh,41 ,More than 5 Years,,Post -Test,,D,C,A,A,B,,,,,,0,1,0,1,1,,,,,3,30%
JH-Aug-1_0260.jpg,July,Jharkhand,Hazaribagh,41 ,More than 5 Years,,Post -Test,B,,,,,,B,,,,1,,,,,,1,,,,2,20%
JH-Aug-1_0261.jpg,August,Jharkhand,Hazaribagh,41 ,3 to 5 Year,,Post -Test,B,,,,A,,,,C,D,1,,,,1,,,,1,1,4,40%
JH-Aug-1_0298.jpg,July,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,,B,,B,,,,,,,,1,,1,,,,,,,2,20%
JH-Aug-1_0404.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,,C,A,A,,,A,B,,1,,1,0,1,,,1,0,,4,40%
JH-Aug-1_0418.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,,B,,,,,B,,,,,1,,,,,1,,,,2,20%
JH-Aug-1_0434.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,,,,A,,B,D,,,1,,,,1,,1,0,,,3,30%
JH-Aug-1_0446.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,,,,,,B,C,,,D,,,,,,1,0,,,1,2,20%
JH-Aug-1_0474.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,C,C,,A,,,,,,1,0,1,,1,,,,,,3,30%
JH-Aug-1_0475.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,B,B,,,,,,,,D,1,1,,,,,,,,1,3,30%
JH-Aug-1_0482.jpg,August,Jharkhand,Jamtara,42 ,3 to 5 Year,,Post -Test,,B,,,,,,,C,,,1,,,,,,,1,,2,20%
JH-Aug-1_0486.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,,,,A,,B,,,,1,,,,1,,1,,,,3,30%
JH-Aug-1_0500.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,,B,,,,,,A,,,,1,,,,,,1,,,2,20%
JH-Aug-1_0512.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,,,,B,A,,,A,,,,,,1,1,,,1,,,3,30%
JH-Aug-1_0556.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,,,,,,B,,C,B,1,,,,,,1,,1,0,3,30%
JH-Aug-1_0563.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,,,C,C,,,,,C,,,,1,0,,,,,1,,2,20%
JH-Aug-1_0586.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,B,B,,,A,,,,,,1,1,,,1,,,,,,3,30%
JH-Aug-1_0597.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,B,C,C,,,,,,,D,1,0,1,,,,,,,1,3,30%
JH-Aug-1_0646.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,,,,,,,B,A,,,,,,,,,1,1,,,2,20%
JH-Aug-1_0725.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,,,,A,A,B,,,,,,,,0,1,1,,,,,2,20%
JH-Aug-1_0729.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,A,C,C,,,B,,,,1,0,1,0,,,1,,,,3,30%
JH-Aug-1_0732.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,B,,,,,,,,,1,1,,,,,,,,,2,20%
JH-Aug-1_0740.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,,,A,,B,B,,,,1,,,0,,1,1,,,,3,30%
JH-Aug-1_0741.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,B,,,,,,,,,1,1,,,,,,,,,2,20%
JH-Aug-1_0742.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,B,C,,,,,,,,1,1,1,,,,,,,,3,30%
JH-Aug-1_0746.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,C,,,A,,,,,D,1,0,,,1,,,,,1,3,30%
JH-Aug-1_0752.jpg,August,Jharkhand,Giridih,38 ,3 to 5 Year,,Post -Test,B,C,C,,,,B,,,,1,0,1,,,,1,,,,3,30%
JH-Aug-1_0768.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,,,,,,,,C,D,1,,,,,,,,1,1,3,30%
JH-Aug-1_0771.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,A,C,,A,,,,,,1,0,1,,1,,,,,,3,30%
JH-Aug-1_0835.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,,C,,,,B,,,,1,,1,,,,1,,,,3,30%
JH-Aug-1_0886.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,,B,,,,,,A,,D,,1,,,,,,1,,1,3,30%
JH-Aug-1_0901.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,C,C,,A,,,D,D,,1,0,1,,1,,,0,0,,3,30%
JH-Aug-1_0903.jpg,August,Jharkhand,Dhanbad,34 ,1 to 3 Year,,Post -Test,B,,,,,,B,,D,A,1,,,,,,1,,0,0,2,20%
JH-Aug-1_0936.jpg,August,Jharkhand,Dhanbad,34 ,3 to 5 Year,,Post -Test,B,,C,,A,,,,,,1,,1,,1,,,,,,3,30%
JH-Aug-1_0946.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,,,,D,,B,,,C,,,,,0,,1,,,1,,2,20%
JH-Aug-1_0948.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,,B,C,,,,,,,,,1,1,,,,,,,,2,20%
JH-Aug-1_0951.jpg,August,Jharkhand,Dhanbad,34 ,3 to 5 Year,,Post -Test,,,C,D,A,,,,,,,,1,0,1,,,,,,2,20%
JH-Aug-1_0976.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,,,C,,,,,,,D,,,1,,,,,,,1,2,20%
JH-Aug-2_0004.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,,,,,A,,B,A,,,,,,,1,,1,1,,,3,30%
JH-Aug-2_0009.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,,,,,,B,B,,,D,,,,,,1,1,,,1,3,30%
JH-Aug-2_0010.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,,,,,A,,B,A,,,,,,,1,,1,1,,,3,30%
JH-Aug-2_0015.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,,,,,,,A,,,1,,,,,,,1,,,2,20%
JH-Aug-2_0020.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,,,C,,,,,B,C,,,,1,,,,,0,1,,2,20%
OD-AUG1_0030.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,,Post -Test,,,C,, A,B,,,,,,,1,,1,1,,,,,3,30%
OD-AUG2_0014.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,,B,C,B,,,,,,,,1,1,1,,,,,,,3,30%
OD-AUG2_0027.jpg,August,Odisha,Balangir,2 ,,,Post -Test,,,,,,,B, A,,D,,,,,,,1,1,,1,3,30%
OD-AUG2_0087.jpg,August,Odisha,Balangir,2 ,,,Post -Test,D,,,B, A,,B,,,,0,,,1,1,,1,,,,3,30%
OD-AUG2_0090.jpg,August,Odisha,Balangir,2 ,,,Post -Test,B,B,,,,,, A,,,1,1,,,,,,1,,,3,30%
OD-AUG2_0093.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,,B,,,B,,B, A,,,,1,,,0,,1,1,,,3,30%
OD-AUG2_0098.jpg,August,Odisha,Balangir,2 ,,,Post -Test,,B,,B, A,,,,,,,1,,1,1,,,,,,3,30%
OD-AUG2_0106.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,,,B, A,,,,,,1,,,1,1,,,,,,3,30%
OD-AUG2_0141.jpg,August,Odisha,Balangir,2 ,,,Post -Test,,,,, A,B,B,,,,,,,,1,1,1,,,,3,30%
OD-AUG2_0146.jpg,August,Odisha,Balangir,2 ,,,Post -Test,B,B,,, A, A,,,, A,1,1,,,1,0,,,,0,3,30%
OD-Aug3_0060.jpg,August,Odisha,Balasore,3 ,3 to 5 Year,,Post -Test,,B,C,B,,,,,,,,1,1,1,,,,,,,3,30%
OD-AUG4_0045.jpg,August,Odisha,Balasore,3 ,More than 5 Years,,Post -Test,,B,C,,,,B,,, A,,1,1,,,,1,,,0,3,30%
OD-AUG5_0090.jpg,August,Odisha,Rayagada,26 ,More than 5 Years,,Post -Test,,B,C,,,,,B,B,D,,1,1,,,,,0,0,1,3,30%
OD-AUG5_0096.jpg,August,Odisha,Rayagada,26 ,,,Post -Test,B,B,C,,,,,,,,1,1,1,,,,,,,,3,30%
OD-AUG5_0109.jpg,August,Odisha,Bargarh,4 ,3 to 5 Year,,Post -Test,B,B,C,,,,,B,,,1,1,1,,,,,0,,,3,30%
OD-AUG6_0005.jpg,August,Odisha,Rayagada,26 ,More than 5 Years,,Post -Test,,B,,,,,B,,C,,,1,,,,,1,,1,,3,30%
OD-Jul1_0017.jpg,July,Odisha,Balangir,2,More than 5 Years,,Post -Test,,B,,, A,,, A,,,,1,,,1,,,1,,,3,30%
OD-Jul1_0021.jpg,July,Odisha,Balangir,2,,,Post -Test,,,,B, A,,,,,D,,,,1,1,,,,,1,3,30%
OD-Jul1_0037.jpg,July,Odisha,Balangir,2,1 to 3 Year,,Post -Test,B,B,,,, A,D,,,D,1,1,,,,0,0,,,1,3,30%
OD-Jul2_0005.jpg,July,Odisha,Sambalpur,27,3 to 5 Year,,Post -Test,B,B,C,,,,,,,,1,1,1,,,,,,,,3,30%
OD-Jul2_0043.jpg,July,Odisha,Sambalpur,27,,,Post -Test,B,,,,,,,,C,D,1,,,,,,,,1,1,3,30%
OD-Jul2_0087.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,,,,B,,,, A,C,,,,,1,,,,1,1,,3,30%
OD-Jul2_0107.jpg,July,Odisha,Sambalpur,27,3 to 5 Year,,Post -Test,B,B,C,,,,,,,,1,1,1,,,,,,,,3,30%
OD-Jul2_0158.jpg,July,Odisha,Balangir,2,More than 5 Years,,Post -Test,B,,,,,B,,,,D,1,,,,,1,,,,1,3,30%
OD-Jul2_0162.jpg,July,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,,,C,,,,, A,,D,,,1,,,,,1,,1,3,30%
OD-Jul2_0188.jpg,July,Odisha,Balangir,2,More than 5 Years,,Post -Test,B,B,,,,B,,,,,1,1,,,,1,,,,,3,30%
JH-Aug-1_0035.jpg,August,Jharkhand,Giridih,38 ,1 to 3 Year,,Post -Test,,,,A,,B,B,,C,,,,,0,,1,1,,1,,3,30%
JH-Aug-1_0047.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,,,A,A,,,,,D,1,,,0,1,,,,,1,3,30%
JH-Aug-1_0174.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,,B,C,,,,,A,B,,,1,1,,,,,1,0,,3,30%
JH-Aug-1_0202.jpg,July,Jharkhand,Hazaribagh,41 ,,,Post -Test,,B,C,B,A,,,,,,,1,1,1,1,,,,,,4,40%
JH-Aug-1_0204.jpg,July,Jharkhand,Dhanbad,34 ,,,Post -Test,B,B,C,,,,B,,,D,1,1,1,,,,1,,,1,5,50%
JH-Aug-1_0217.jpg,July,Jharkhand,Hazaribagh,41 ,More than 5 Years,,Post -Test,,,,B,,,,A,C,,,,,1,,,,1,1,,3,30%
JH-Aug-1_0245.jpg,July,Jharkhand,Hazaribagh,41 ,,,Post -Test,B,,,,A,B,,,,,1,,,,1,1,,,,,3,30%
JH-Aug-1_0253.jpg,July,Jharkhand,Hazaribagh,41 ,,,Post -Test,B,B,C,,,,B,,,,1,1,1,,,,1,,,,4,40%
JH-Aug-1_0301.jpg,July,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,,C,C,A,,,,,,1,,1,0,1,,,,,,3,30%
JH-Aug-1_0401.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,,,,,,B,B,A,,,,,,,,1,1,1,,,3,30%
JH-Aug-1_0408.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,B,,,,B,,,,,1,1,,,,1,,,,,3,30%
JH-Aug-1_0454.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,,D,B,A,A,B,C,A,B,C,,0,0,0,1,1,0,1,0,0,3,30%
JH-Aug-1_0462.jpg,August,Jharkhand,Jamtara,42 ,More than 5 Years,,Post -Test,,B,C,,,B,,,,,,1,1,,,1,,,,,3,30%
JH-Aug-1_0470.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,,,,B,,B,,,D,1,,,,0,,1,,,1,3,30%
JH-Aug-1_0477.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,B,A,C,B,,,,,,,1,0,1,1,,,,,,,3,30%
JH-Aug-1_0490.jpg,August,Jharkhand,Jamtara,42 ,3 to 5 Year,,Post -Test,B,,,,A,B,B,,,,1,,,,1,1,1,,,,4,40%
JH-Aug-1_0495.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,,,,B,,,B,A,,D,,,,1,,,1,1,,1,4,40%
JH-Aug-1_0508.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,,,,B,A,,B,,,,,,,1,1,,1,,,,3,30%
JH-Aug-1_0533.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,B,C,C,,,D,,D,B,1,1,1,0,,,0,,0,0,3,30%
JH-Aug-1_0537.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,,,C,,A,,B,B,B,,,,1,,1,,1,0,0,,3,30%
JH-Aug-1_0570.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,B,,,A,,,,,A,1,1,,,1,,,,,0,3,30%
JH-Aug-1_0577.jpg,August,Jharkhand,Jamtara,42 ,More than 5 Years,,Post -Test,,,,,A,,B,,,D,,,,,1,,1,,,1,3,30%
JH-Aug-1_0589.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,,,,,,,B,A,B,D,,,,,,,1,1,0,1,3,30%
JH-Aug-1_0651.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,B,C,,A,,,,,,1,1,1,,1,,,,,,4,40%
JH-Aug-1_0720.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,,,,,A,B,,A,,D,,,,,1,1,,1,,1,4,40%
JH-Aug-1_0734.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,B,,,,,B,,,,1,1,,,,,1,,,,3,30%
JH-Aug-1_0749.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,,,C,,B,B,,,D,1,,,0,,1,1,,,1,4,40%
JH-Aug-1_0759.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,C,C,B,A,,,B,,,1,0,1,1,1,,,0,,,4,40%
JH-Aug-1_0766.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,,C,C,,,,A,,,1,,1,0,,,,1,,,3,30%
JH-Aug-1_0817.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,,,C,D,,,B,A,B,A,,,1,0,,,1,1,0,0,3,30%
JH-Aug-1_0821.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,,,A,A,,B,,,,1,,,0,1,,1,,,,3,30%
JH-Aug-1_0822.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,D,,C,,B,B,D,B,,1,0,,0,,1,1,0,0,,3,30%
JH-Aug-1_0834.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,,,,,,B,,,D,1,,,,,,1,,,1,3,30%
JH-Aug-1_0838.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,B,,,A,,B,B,,,1,1,,,1,,1,0,,,4,40%
JH-Aug-1_0881.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,B,C,,,,B,,,,1,1,1,,,,1,,,,4,40%
JH-Aug-1_0897.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,C,C,C,,,B,D,,A,1,0,1,0,,,1,0,,0,3,30%
JH-Aug-1_0949.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,,,,B,A,B,,,B,,,,,1,1,1,,,0,,3,30%
JH-Aug-1_0955.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,,,,,,B,,C,,1,,,,,,1,,1,,3,30%
JH-Aug-1_0959.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,B,,,,,B,,,D,1,1,,,,,1,,,1,4,40%
JH-Aug-1_0985.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,,C,,A,,B,B,,,1,,1,,1,,1,0,,,4,40%
JH-Aug-2_0002.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,,A,C,B,,,B,,,D,,0,1,1,,,1,,,1,4,40%
JH-Aug-2_0012.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,,,,,,B,A,,,1,,,,,,1,1,,,3,30%
OD-AUG1_0038.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,B,,,B,B,B,, A,,C,1,,,1,0,1,,1,,0,4,40%
OD-AUG1_0046.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,,,, A,B,B,,,,1,,,,1,1,1,,,,4,40%
OD-AUG2_0021.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test, A,B,C,B, A,,,,,,0,1,1,1,1,,,,,,4,40%
OD-AUG2_0032.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,D,B, A,,,,,,1,1,0,1,1,,,,,,4,40%
OD-AUG2_0065.jpg,August,Odisha,Balangir,2 ,,,Post -Test,B,,,, A,B,,,,D,1,,,,1,1,,,,1,4,40%
OD-AUG2_0083.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,,D,B, A,,B,,,,1,,0,1,1,,1,,,,4,40%
OD-AUG2_0096.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,,C,B,,,B,,, A,1,,1,1,,,1,,,0,4,40%
OD-AUG2_0129.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,,D,, A,,, A,C,,1,,0,,1,,,1,1,,4,40%
OD-AUG2_0134.jpg,August,Odisha,Balangir,2 ,,,Post -Test,B,,C,B, A,,,,,,1,,1,1,1,,,,,,4,40%
OD-AUG2_0154.jpg,August,Odisha,Balangir,2 ,,,Post -Test,B,,D,D, A,B,D,D,,D,1,,0,0,1,1,0,0,,1,4,40%
OD-AUG2_0187.jpg,August,Odisha,Bargarh,4 ,3 to 5 Year,,Post -Test,B,,C,B, A,,,,,,1,,1,1,1,,,,,,4,40%
OD-AUG4_0006.jpg,August,Odisha,Balasore,3 ,,,Post -Test,B,B,C,, A,,,,,,1,1,1,,1,,,,,,4,40%
OD-AUG4_0007.jpg,August,Odisha,Balasore,3 ,1 to 3 Year,,Post -Test,B,,,,,,B, A,C, A,1,,,,,,1,1,1,0,4,40%
OD-AUG4_0054.jpg,August,Odisha,Balasore,3 ,More than 5 Years,,Post -Test,B,B,,, A,,, A, A,,1,1,,,1,,,1,0,,4,40%
OD-AUG5_0007.jpg,August,Odisha,Balasore,3 ,More than 5 Years,,Post -Test,B,B,C,B,,,,,,,1,1,1,1,,,,,,,4,40%
OD-AUG5_0029.jpg,August,Odisha,Balasore,3 ,,,Post -Test,B,B,,B,,,,,,D,1,1,,1,,,,,,1,4,40%
OD-AUG6_0001.jpg,August,Odisha,Rayagada,26 ,,,Post -Test,B,B,,,,,B, A,,,1,1,,,,,1,1,,,4,40%
OD-Jul1_0007.jpg,July,Odisha,Balangir,2 ,3 to 5 Year,,Post -Test,B,,,B,,B,B,,,,1,,,1,,1,1,,,,4,40%
OD-Jul1_0015.jpg,July,Odisha,Balangir,2,,,Post -Test,B,,C,B,,,, A,,,1,,1,1,,,,1,,,4,40%
OD-Jul1_0018.jpg,July,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,,B,C,, A,,,,,D,,1,1,,1,,,,,1,4,40%
OD-Jul1_0034.jpg,July,Odisha,Balangir,2,Less than 1 Year,,Post -Test,B,B,C,B,,,,,,,1,1,1,1,,,,,,,4,40%
OD-Jul2_0078.jpg,July,Odisha,Sambalpur,27,,,Post -Test,,B,C,,,,, A,C,,,1,1,,,,,1,1,,4,40%
OD-Jul2_0081.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,,,,B,,B,, A,C,,,,,1,,1,,1,1,,4,40%
OD-Jul2_0101.jpg,July,Odisha,Sambalpur,27,1 to 3 Year,,Post -Test,B,,C,B, A,,C,,,,1,,1,1,1,,0,,,,4,40%
OD-Jul2_0152.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,,B,C,,, A,,,C,D,,1,1,,,0,,,1,1,4,40%
OD-Jul2_0154.jpg,July,Odisha,Sambalpur,27,,,Post -Test,,B,C, A, A,B,D,,,,,1,1,0,1,1,0,,,,4,40%
OD-Jul2_0157.jpg,July,Odisha,Sambalpur,27,1 to 3 Year,,Post -Test, A,,B,C, A,B,B,,B,D,0,,0,0,1,1,1,,0,1,4,40%
OD-Jul2_0165.jpg,July,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,,C,,,B,,,C,,1,,1,,,1,,,1,,4,40%
OD-Jul2_0199.jpg,July,Odisha,Balangir,2,More than 5 Years,,Post -Test,B,,C,, A,,,,,D,1,,1,,1,,,,,1,4,40%
JH-Aug-1_0038.jpg,August,Jharkhand,Giridih,38 ,3 to 5 Year,,Post -Test,B,,C,B,,B,,A,,,1,,1,1,,1,,1,,,5,50%
JH-Aug-1_0042.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,,,,B,,B,,A,,D,,,,1,,1,,1,,1,4,40%
JH-Aug-1_0046.jpg,August,Jharkhand,Giridih,38 ,3 to 5 Year,,Post -Test,B,C,C,A,A,B,,,,,1,0,1,0,1,1,,,,,4,40%
JH-Aug-1_0055.jpg,July,Jharkhand,Giridih,38 ,1 to 3 Year,,Post -Test,,B,,B,,A,C,C,C,D,,1,,1,,0,0,0,1,1,4,40%
JH-Aug-1_0098.jpg,August,Jharkhand,Bokaro,31 ,,,Post -Test,B,B,A,,A,B,B,D,,,1,1,0,,1,1,1,0,,,5,50%
JH-Aug-1_0135.jpg,August,Jharkhand,Bokaro,31 ,,,Post -Test,B,,C,,,B,B,,C,,1,,1,,,1,1,,1,,5,50%
JH-Aug-1_0173.jpg,July,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,,,,,A,B,B,A,,,,,,,1,1,1,1,,,4,40%
JH-Aug-1_0195.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,B,C,,,,B,,B,D,1,1,1,,,,1,,0,1,5,50%
JH-Aug-1_0197.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,B,,A,,,B,A,,,1,1,,0,,,1,1,,,4,40%
