File,Test Month,State,District,District Code,Experience in Plumbing,Pre -Test,Post -Test, Which type of pipe is suitable for both hot and cold water?, How deep is the water seal in the P Trap? ,What is the purpose of a non-return valve (NRV)?,What is the minimum diameter of a soil pipe in a residential building?,A trap prevents foul gases from entering the building.,PEX pipes are commonly used in gas pipelines., The height of air pipe with water tank should be…….,What is the colour of CPVC SDR 11? ,What is the color of UPVC SCH 40 pipe?,Where are PVC connection pipes used?, Which type of pipe is suitable for both hot and cold water?, How deep is the water seal in the P Trap? ,What is the purpose of a non-return valve (NRV)?,What is the minimum diameter of a soil pipe in a residential building?,A trap prevents foul gases from entering the building.,PEX pipes are commonly used in gas pipelines., The height of air pipe with water tank should be…….,What is the colour of CPVC SDR 11? ,What is the color of UPVC SCH 40 pipe?,Where are PVC connection pipes used?,Grand total,Score
OD-AUG5_0154.jpg,August,Odisha,Rayagada,26 ,More than 5 Years,,Post -Test,B,B,C,B, A, A,C,B,C,D,1,1,1,1,1,0,0,0,1,1,7,70%
OD-Jul1_0011.jpg,July,Odisha,Balangir,2,,,Post -Test,B,B,C,B, A,B,, A,,,1,1,1,1,1,1,,1,,,7,70%
OD-Jul1_0016.jpg,July,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B, A,,, A,C,,1,1,1,1,1,,,1,1,,7,70%
OD-Jul2_0003.jpg,July,Odisha,Sambalpur,27,1 to 3 Year,,Post -Test,,B,C,B,,B,, A,C,D,,1,1,1,,1,,1,1,1,7,70%
OD-Jul2_0076.jpg,July,Odisha,Sambalpur,27,,,Post -Test,B,,C,B,B,,B, A,C,D,1,,1,1,0,,1,1,1,1,7,70%
OD-Jul2_0092.jpg,July,Odisha,Sambalpur,27,3 to 5 Year,,Post -Test,B,B,C,,,,B, A,C,D,1,1,1,,,,1,1,1,1,7,70%
OD-Jul2_0095.jpg,July,Odisha,Sambalpur,27,,,Post -Test,B,B,C,,,,B, A,C,D,1,1,1,,,,1,1,1,1,7,70%
OD-Jul2_0096.jpg,July,Odisha,Sambalpur,27,1 to 3 Year,,Post -Test,B,B, A,C, A,B,C, A,C,D,1,1,0,0,1,1,0,1,1,1,7,70%
OD-Jul2_0099.jpg,July,Odisha,Sambalpur,27,1 to 3 Year,,Post -Test,B,B, A,B, A, A,C, A,C,D,1,1,0,1,1,0,0,1,1,1,7,70%
OD-Jul2_0104.jpg,July,Odisha,Sambalpur,27,,,Post -Test,B,B,C,B, A,,C, A,,D,1,1,1,1,1,,0,1,,1,7,70%
OD-Jul2_0112.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B,B,C,B, A,B,,C,,D,1,1,1,1,1,1,,0,,1,7,70%
OD-Jul2_0148.jpg,July,Odisha,Balangir,2 ,Less than 1 Year,,Post -Test,B,B,,B, A,B,, A,C,,1,1,,1,1,1,,1,1,,7,70%
OD-Jul2_0167.jpg,July,Odisha,Balangir,2,1 to 3 Year,,Post -Test,,B,C,B, A,,, A,C,D,,1,1,1,1,,,1,1,1,7,70%
JH-Aug-1_0061.jpg,July,Jharkhand,Bokaro,31 ,More than 5 Years,,Post -Test,B,C,C,C,A,B,B,A,C,C,1,0,1,0,1,1,1,1,1,0,7,70%
JH-Aug-1_0062.jpg,July,Jharkhand,Bokaro,31 ,More than 5 Years,,Post -Test,B,D,C,B,,B,B,A,D,D,1,0,1,1,,1,1,1,0,1,7,70%
JH-Aug-1_0063.jpg,July,Jharkhand,Bokaro,31 ,More than 5 Years,,Post -Test,B,B,C,C,A,A,B,B,C,D,1,1,1,0,1,0,1,0,1,1,7,70%
JH-Aug-1_0068.jpg,July,Jharkhand,Bokaro,31 ,More than 5 Years,,Post -Test,B,C,C,B,,B,B,C,C,D,1,0,1,1,,1,1,0,1,1,7,70%
JH-Aug-1_0070.jpg,July,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,C,C,B,A,B,B,B,C,C,1,0,1,1,1,1,1,0,1,0,7,70%
JH-Aug-1_0078.jpg,July,Jharkhand,Bokaro,31 ,More than 5 Years,,Post -Test,B,D,C,B,A,A,B,A,B,D,1,0,1,1,1,0,1,1,0,1,7,70%
JH-Aug-1_0178.jpg,August,Jharkhand,Dhanbad,34 ,,,Post -Test,B,B,,,A,B,B,A,B,D,1,1,,,1,1,1,1,0,1,7,70%
JH-Aug-1_0206.jpg,July,Jharkhand,Hazaribagh,41 ,,,Post -Test,B,C,C,B,A,B,B,A,B,A,1,0,1,1,1,1,1,1,0,0,7,70%
JH-Aug-1_0211.jpg,July,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,C,C,A,A,B,B,A,B,D,1,0,1,0,1,1,1,1,0,1,7,70%
JH-Aug-1_0216.jpg,July,Jharkhand,Hazaribagh,41 ,Less than 1 Year,,Post -Test,B,B,,,A,B,B,A,A,D,1,1,,,1,1,1,1,0,1,7,70%
JH-Aug-1_0219.jpg,July,Jharkhand,Hazaribagh,41 ,Less than 1 Year,,Post -Test,B,C,C,B,A,B,A,B,C,D,1,0,1,1,1,1,0,0,1,1,7,70%
JH-Aug-1_0254.jpg,August,Jharkhand,Hazaribagh,41 ,More than 5 Years,,Post -Test,B,A,C,C,A,B,B,A,B,D,1,0,1,0,1,1,1,1,0,1,7,70%
JH-Aug-1_0255.jpg,August,Jharkhand,Hazaribagh,41 ,More than 5 Years,,Post -Test,B,,C,B,A,B,,A,B,D,1,,1,1,1,1,,1,0,1,7,70%
JH-Aug-1_0257.jpg,July,Jharkhand,Hazaribagh,41 ,More than 5 Years,,Post -Test,B,B,,B,A,B,B,A,B,,1,1,,1,1,1,1,1,0,,7,70%
JH-Aug-1_0259.jpg,July,Jharkhand,Hazaribagh,41 ,More than 5 Years,,Post -Test,B,B,C,B,A,B,,A,B,,1,1,1,1,1,1,,1,0,,7,70%
JH-Aug-1_0300.jpg,July,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,D,C,,A,B,B,A,,D,1,0,1,,1,1,1,1,,1,7,70%
JH-Aug-1_0303.jpg,July,Jharkhand,Dhanbad,34 ,1 to 3 Year,,Post -Test,B,D,C,,A,A,B,A,C,D,1,0,1,,1,0,1,1,1,1,7,70%
JH-Aug-1_0304.jpg,July,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,,B,C,C,A,B,B,A,B,D,,1,1,0,1,1,1,1,0,1,7,70%
JH-Aug-1_0305.jpg,July,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,B,,"C,D",A,B,B,A,B,D,1,1,,0,1,1,1,1,0,1,7,70%
JH-Aug-1_0359.jpg,July,Jharkhand,Hazaribagh,41 ,,,Post -Test,,B,C,A,A,B,B,B,C,D,,1,1,0,1,1,1,0,1,1,7,70%
JH-Aug-1_0362.jpg,July,Jharkhand,Hazaribagh,41 ,,,Post -Test,B,B,C,B,A,B,,D,D,D,1,1,1,1,1,1,,0,0,1,7,70%
JH-Aug-1_0365.jpg,July,Jharkhand,Ranchi,50 ,More than 5 Years,,Post -Test,B,B,C,B,A,B,,,,D,1,1,1,1,1,1,,,,1,7,70%
JH-Aug-1_0403.jpg,August,Jharkhand,Giridih,38 ,1 to 3 Year,,Post -Test,B,B,,C,A,B,B,A,B,D,1,1,,0,1,1,1,1,0,1,7,70%
JH-Aug-1_0463.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,B,B,C,B,A,B,C,,C,,1,1,1,1,1,1,0,,1,,7,70%
JH-Aug-1_0484.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,B,C,C,B,A,B,B,A,B,D,1,0,1,1,1,1,1,1,0,1,8,80%
JH-Aug-1_0488.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,,C,B,,B,B,A,C,,1,,1,1,,1,1,1,1,,7,70%
JH-Aug-1_0564.jpg,August,Jharkhand,Jamtara,42 ,More than 5 Years,,Post -Test,B,B,C,A,A,B,,A,C,D,1,1,1,0,1,1,,1,1,1,8,80%
JH-Aug-1_0719.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,B,,,A,B,B,A,B,D,1,1,,,1,1,1,1,0,1,7,70%
JH-Aug-1_0733.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,B,C,B,A,B,B,,,,1,1,1,1,1,1,1,,,,7,70%
JH-Aug-1_0758.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,C,C,B,A,B,B,B,B,D,1,0,1,1,1,1,1,0,0,1,7,70%
JH-Aug-1_0797.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,B,C,C,A,B,B,,,D,1,1,1,0,1,1,1,,,1,7,70%
JH-Aug-1_0994.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,B,C,B,A,B,B,,C,,1,1,1,1,1,1,1,,1,,8,80%
JH-Aug-2_0014.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,,,B,A,B,B,A,,D,1,,,1,1,1,1,1,,1,7,70%
OD-AUG1_0026.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B,B, A,B, A,C,D,1,1,1,1,0,0,1,1,1,1,8,80%
OD-AUG1_0027.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,,Post -Test,B,,C,B,,B,B, A,C,D,1,,1,1,,1,1,1,1,1,8,80%
OD-AUG1_0028.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,,Post -Test,B,B,C,B, A,B,C,B,C,D,1,1,1,1,1,1,0,0,1,1,8,80%
OD-AUG2_0012.jpg,August,Odisha,Balangir,2 ,,,Post -Test,B,B,C,B, A,B,,B,C,D,1,1,1,1,1,1,,0,1,1,8,80%
OD-AUG2_0018.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,, A,,D,1,1,1,1,1,1,,1,,1,8,80%
OD-AUG2_0035.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,,Post -Test,, A,C,B, A,B,B, A,C,D,,0,1,1,1,1,1,1,1,1,8,80%
OD-AUG2_0094.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test, A,B,C,B, A,B,B, A,C,B,0,1,1,1,1,1,1,1,1,0,8,80%
OD-AUG4_0003.jpg,August,Odisha,Balasore,3 ,,,Post -Test,B,B,C,B, A,B,B, A, A,B,1,1,1,1,1,1,1,1,0,0,8,80%
OD-AUG4_0052.jpg,August,Odisha,Balasore,3 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B,,C,,1,1,1,1,1,1,1,,1,,8,80%
OD-AUG5_0001.jpg,August,Odisha,Balasore,3 ,,,Post -Test,,B,C,B, A,,B, A,C,D,,1,1,1,1,,1,1,1,1,8,80%
OD-AUG5_0006.jpg,August,Odisha,Balasore,3 ,,,Post -Test,B,B,C,B, A,B,B, A,B,,1,1,1,1,1,1,1,1,0,,8,80%
OD-AUG5_0094.jpg,August,Odisha,Rayagada,26 ,,,Post -Test,B,B,C,B,B, A,B, A,C,D,1,1,1,1,0,0,1,1,1,1,8,80%
OD-AUG5_0146.jpg,August,Odisha,Rayagada,26 ,3 to 5 Year,,Post -Test,B,B,C,B, A,B,B,C, A,D,1,1,1,1,1,1,1,0,0,1,8,80%
OD-AUG5_0155.jpg,August,Odisha,Rayagada,26 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B,B,B,D,1,1,1,1,1,1,1,0,0,1,8,80%
OD-AUG5_0158.jpg,August,Odisha,Rayagada,26 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,, A,C,,1,1,1,1,1,1,,1,1,,8,80%
OD-Jul1_0013.jpg,July,Odisha,Balangir,2,More than 5 Years,,Post -Test,B,B,C,B,,B,B, A,C,,1,1,1,1,,1,1,1,1,,8,80%
OD-Jul1_0014.jpg,July,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,,C,B, A,B,B, A,,D,1,,1,1,1,1,1,1,,1,8,80%
OD-Jul1_0023.jpg,July,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,B,B,C,B, A,B,B,,,D,1,1,1,1,1,1,1,,,1,8,80%
OD-Jul2_0004.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B,B,C,B,,B,B, A,C,,1,1,1,1,,1,1,1,1,,8,80%
OD-Jul2_0061.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,,B,C,B, A,B,, A,C,D,,1,1,1,1,1,,1,1,1,8,80%
OD-Jul2_0071.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B,D,C,B, A,B,B, A,,D,1,0,1,1,1,1,1,1,,1,8,80%
OD-Jul2_0074.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B,B,C,B, A, A,C, A,C,D,1,1,1,1,1,0,0,1,1,1,8,80%
OD-Jul2_0075.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B,B,C,B,B, A,B, A,C,D,1,1,1,1,0,0,1,1,1,1,8,80%
OD-Jul2_0090.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B,B,C,D, A,B,B,B,C,D,1,1,1,0,1,1,1,0,1,1,8,80%
OD-Jul2_0091.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B,B,C,, A,B,B, A,,D,1,1,1,,1,1,1,1,,1,8,80%
OD-Jul2_0103.jpg,July,Odisha,Sambalpur,27,1 to 3 Year,,Post -Test, A,C,C,B, A,B,B, A,C,D,0,0,1,1,1,1,1,1,1,1,8,80%
OD-Jul2_0161.jpg,July,Odisha,Balangir,2,More than 5 Years,,Post -Test,B,B,C,B, A,B,,,C,D,1,1,1,1,1,1,,,1,1,8,80%
OD-Jul2_0172.jpg,July,Odisha,Balangir,2,,,Post -Test,B,B,C,,,B,B, A,C,D,1,1,1,,,1,1,1,1,1,8,80%
JH-Aug-1_0064.jpg,July,Jharkhand,Bokaro,31 ,,,Post -Test,B,B,C,B,A,B,C,C,C,D,1,1,1,1,1,1,0,0,1,1,8,80%
JH-Aug-1_0065.jpg,July,Jharkhand,Bokaro,31 ,More than 5 Years,,Post -Test,B,B,C,A,A,B,B,A,C,C,1,1,1,0,1,1,1,1,1,0,8,80%
JH-Aug-1_0067.jpg,July,Jharkhand,Bokaro,31 ,3 to 5 Year,,Post -Test,B,B,C,A,A,B,B,A,B,D,1,1,1,0,1,1,1,1,0,1,8,80%
JH-Aug-1_0069.jpg,July,Jharkhand,Bokaro,31 ,,,Post -Test,B,A,C,B,A,B,B,B,C,D,1,0,1,1,1,1,1,0,1,1,8,80%
JH-Aug-1_0191.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,B,C,,A,B,B,A,B,D,1,1,1,,1,1,1,1,0,1,8,80%
JH-Aug-1_0212.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,D,C,B,A,B,B,A,B,D,1,0,1,1,1,1,1,1,0,1,8,80%
JH-Aug-1_0240.jpg,July,Jharkhand,Hazaribagh,41 ,More than 5 Years,,Post -Test,B,C,C,B,A,B,B,A,C,D,1,0,1,1,1,1,1,1,1,1,9,90%
JH-Aug-1_0241.jpg,July,Jharkhand,Hazaribagh,41 ,,,Post -Test,B,B,B,A,A,B,B,A,C,D,1,1,0,0,1,1,1,1,1,1,8,80%
JH-Aug-1_0243.jpg,July,Jharkhand,Bokaro,31 ,,,Post -Test,B,,C,B,,B,B,A,C,D,1,,1,1,,1,1,1,1,1,8,80%
JH-Aug-1_0251.jpg,August,Jharkhand,Hazaribagh,41 ,1 to 3 Year,,Post -Test,B,,C,B,A,B,B,A,B,D,1,,1,1,1,1,1,1,0,1,8,80%
JH-Aug-1_0263.jpg,July,Jharkhand,Hazaribagh,41 ,No experience,,Post -Test,B,B,,,A,B,B,A,C,D,1,1,,,1,1,1,1,1,1,8,80%
JH-Aug-1_0290.jpg,July,Jharkhand,Dhanbad,34 ,3 to 5 Year,,Post -Test,B,B,D,B,A,B,B,A,B,D,1,1,0,1,1,1,1,1,0,1,8,80%
JH-Aug-1_0358.jpg,July,Jharkhand,Hazaribagh,41 ,,,Post -Test,B,B,C,C,A,B,B,B,C,D,1,1,1,0,1,1,1,0,1,1,8,80%
JH-Aug-1_0363.jpg,July,Jharkhand,Ranchi,50 ,,,Post -Test,B,B,C,A,A,B,B,A,D,D,1,1,1,0,1,1,1,1,0,1,8,80%
JH-Aug-1_0406.jpg,August,Jharkhand,Giridih,38 ,1 to 3 Year,,Post -Test,B,B,C,C,A,B,B,A,B,D,1,1,1,0,1,1,1,1,0,1,8,80%
JH-Aug-1_0417.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,B,C,B,A,,B,A,A,D,1,1,1,1,1,,1,1,0,1,8,80%
JH-Aug-1_0422.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,B,C,C,A,B,B,A,B,D,1,1,1,0,1,1,1,1,0,1,8,80%
JH-Aug-1_0430.jpg,August,Jharkhand,Giridih,38 ,1 to 3 Year,,Post -Test,B,B,A,B,A,B,B,A,A,D,1,1,0,1,1,1,1,1,0,1,8,80%
JH-Aug-1_0578.jpg,August,Jharkhand,Jamtara,42 ,More than 5 Years,,Post -Test,B,A,C,B,A,B,B,A,,D,1,0,1,1,1,1,1,1,,1,8,80%
JH-Aug-1_0579.jpg,August,Jharkhand,Jamtara,42 ,,,Post -Test,B,B,C,B,A,,B,B,C,D,1,1,1,1,1,,1,0,1,1,8,80%
JH-Aug-1_0580.jpg,August,Jharkhand,Jamtara,42 ,More than 5 Years,,Post -Test,B,B,C,B,A,B,B,B,C,,1,1,1,1,1,1,1,0,1,,8,80%
JH-Aug-1_0744.jpg,August,Jharkhand,Giridih,38 ,3 to 5 Year,,Post -Test,B,C,C,B,A,B,B,B,C,D,1,0,1,1,1,1,1,0,1,1,8,80%
JH-Aug-1_0842.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,B,C,B,A,B,B,,,D,1,1,1,1,1,1,1,,,1,8,80%
JH-Aug-1_0962.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,B,C,C,,B,B,A,C,D,1,1,1,0,,1,1,1,1,1,8,80%
JH-Aug-2_0019.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,B,C,B,A,B,C,B,C,D,1,1,1,1,1,1,0,0,1,1,8,80%
OD-AUG1_0036.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,C,1,1,1,1,1,1,1,1,1,0,9,90%
OD-AUG1_0039.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,B, A,C,B, A,B,B, A,C,D,1,0,1,1,1,1,1,1,1,1,9,90%
OD-AUG1_0040.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,B,B,,B, A,B,B, A,C,D,1,1,,1,1,1,1,1,1,1,9,90%
OD-AUG1_0049.jpg,August,Odisha,Balangir,2 ,,,Post -Test,B,B,C,B, A,B,B, A,B,D,1,1,1,1,1,1,1,1,0,1,9,90%
OD-AUG2_0015.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,,Post -Test,B,B,C,B, A,B,B,C,C,D,1,1,1,1,1,1,1,0,1,1,9,90%
OD-AUG2_0025.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,,Post -Test,B,C,C,B, A,B,B, A,C,D,1,0,1,1,1,1,1,1,1,1,9,90%
OD-AUG2_0026.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,B,B,C,B, A,B,B, A,C,,1,1,1,1,1,1,1,1,1,,9,90%
OD-AUG2_0034.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,B,B,C,B,,B,B, A,C,D,1,1,1,1,,1,1,1,1,1,9,90%
OD-AUG2_0103.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,,Post -Test,,B,C,B, A,B,B, A,C,D,,1,1,1,1,1,1,1,1,1,9,90%
OD-AUG2_0123.jpg,August,Odisha,Balangir,2 ,3 to 5 Year,,Post -Test,B,B,D,B, A,B,B, A,C,D,1,1,0,1,1,1,1,1,1,1,9,90%
OD-AUG2_0127.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,,1,1,1,1,1,1,1,1,1,,9,90%
OD-AUG2_0130.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,D,B,C,B, A,B,B, A,C,D,0,1,1,1,1,1,1,1,1,1,9,90%
OD-AUG4_0049.jpg,August,Odisha,Balasore,3 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,B,D,1,1,1,1,1,1,1,1,0,1,9,90%
OD-AUG5_0004.jpg,August,Odisha,Balasore,3 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,B,D,1,1,1,1,1,1,1,1,0,1,9,90%
OD-AUG5_0089.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,B,D,1,1,1,1,1,1,1,1,0,1,9,90%
OD-AUG5_0098.jpg,August,Odisha,Rayagada,26 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,,1,1,1,1,1,1,1,1,1,,9,90%
OD-AUG5_0147.jpg,August,Odisha,Rayagada,26 ,3 to 5 Year,,Post -Test,B,B,C,B, A,B,B,,C,D,1,1,1,1,1,1,1,,1,1,9,90%
OD-AUG5_0153.jpg,August,Odisha,Rayagada,26 ,More than 5 Years,,Post -Test,,B,C,B, A,B,B, A,C,D,,1,1,1,1,1,1,1,1,1,9,90%
OD-AUG5_0156.jpg,August,Odisha,Rayagada,26 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B,B,C,D,1,1,1,1,1,1,1,0,1,1,9,90%
OD-AUG5_0159.jpg,August,Odisha,Rayagada,26 ,3 to 5 Year,,Post -Test,B,,C,B, A,B,B, A,C,D,1,,1,1,1,1,1,1,1,1,9,90%
OD-Jul1_0002.jpg,July,Odisha,Balangir,2,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,,1,1,1,1,1,1,1,1,1,,9,90%
OD-Jul1_0009.jpg,July,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,,C,B, A,B,B, A,C,D,1,,1,1,1,1,1,1,1,1,9,90%
OD-Jul1_0019.jpg,July,Odisha,Balangir,2,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,,D,1,1,1,1,1,1,1,1,,1,9,90%
OD-Jul1_0026.jpg,July,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,, A,C,D,1,1,1,1,1,1,,1,1,1,9,90%
OD-Jul1_0033.jpg,July,Odisha,Balangir,2 ,Less than 1 Year,,Post -Test,B,B,C,, A,B,B, A,C,D,1,1,1,,1,1,1,1,1,1,9,90%
OD-Jul2_0050.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B,D,C,B, A,B,B, A,C,D,1,0,1,1,1,1,1,1,1,1,9,90%
OD-Jul2_0052.jpg,July,Odisha,Sambalpur,27,Less than 1 Year,,Post -Test,B,B,C,B, A, A,B, A,C,D,1,1,1,1,1,0,1,1,1,1,9,90%
OD-Jul2_0072.jpg,July,Odisha,Sambalpur,27,1 to 3 Year,,Post -Test,B,B,C,B, A,B,B,,C,D,1,1,1,1,1,1,1,,1,1,9,90%
OD-Jul2_0098.jpg,July,Odisha,Sambalpur,27,More than 5 Years,,Post -Test,B,B,C,B, A,B,, A,C,D,1,1,1,1,1,1,,1,1,1,9,90%
OD-Jul2_0110.jpg,July,Odisha,Sambalpur,27,,,Post -Test,B,B,C,B, A,,B, A,C,D,1,1,1,1,1,,1,1,1,1,9,90%
OD-Jul2_0121.jpg,July,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B, A,C,B, A,B,B, A,C,D,1,0,1,1,1,1,1,1,1,1,9,90%
OD-Jul2_0147.jpg,July,Odisha,Sambalpur,27,,,Post -Test,B,B,C,B, A,B,B,C,C,D,1,1,1,1,1,1,1,0,1,1,9,90%
OD-Jul2_0159.jpg,July,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,,B,C,B, A,B,B, A,C,D,,1,1,1,1,1,1,1,1,1,9,90%
OD-Jul2_0164.jpg,July,Odisha,Balangir,2,More than 5 Years,,Post -Test,B,B,C,B, A,,B, A,C,D,1,1,1,1,1,,1,1,1,1,9,90%
JH-Aug-1_0366.jpg,July,Jharkhand,Hazaribagh,41 ,3 to 5 Year,,Post -Test,B,B,C,B,A,B,B,C,C,D,1,1,1,1,1,1,1,0,1,1,9,90%
JH-Aug-1_0421.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,B,C,C,A,B,B,A,C,D,1,1,1,0,1,1,1,1,1,1,9,90%
JH-Aug-1_0721.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,B,C,C,A,B,B,A,C,D,1,1,1,0,1,1,1,1,1,1,9,90%
JH-Aug-1_0756.jpg,August,Jharkhand,Giridih,38 ,More than 5 Years,,Post -Test,B,B,C,B,A,B,B,A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
JH-Aug-1_0764.jpg,August,Jharkhand,Giridih,38 ,,,Post -Test,B,D,C,B,A,B,B,A,C,D,1,0,1,1,1,1,1,1,1,1,9,90%
JH-Aug-1_0864.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,B,C,B,A,B,B,A,B,D,1,1,1,1,1,1,1,1,0,1,9,90%
JH-Aug-1_0993.jpg,August,Jharkhand,Dhanbad,34 ,More than 5 Years,,Post -Test,B,B,C,B,A,B,B,D,C,D,1,1,1,1,1,1,1,0,1,1,9,90%
OD-AUG1_0025.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG1_0029.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG1_0033.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG2_0013.jpg,August,Odisha,Balasore,3 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG2_0095.jpg,August,Odisha,Balangir,2 ,1 to 3 Year,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG2_0099.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG2_0100.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG2_0125.jpg,August,Odisha,Balangir,2 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG4_0044.jpg,August,Odisha,Balasore,3 ,,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG4_0048.jpg,August,Odisha,Balasore,3 ,More than 5 Years,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
OD-AUG5_0008.jpg,August,Odisha,Balasore,3 ,,,Post -Test,B,B,C,B, A,B,B, A,C,D,1,1,1,1,1,1,1,1,1,1,10,100%
